YEAR,DATE,ROAD_CLASS,District,LATITUDE,LONGITUDE,TRAFFCTL,VISIBILITY,LIGHT,RDSFCOND,ACCLASS,INVTYPE,INVAGE,INJURY,INITDIR,PEDESTRIAN,CYCLIST,AUTOMOBILE,MOTORCYCLE,TRUCK,TRSN_CITY_VEH,EMERG_VEH,PASSENGER,SPEEDING,AG_DRIV,REDLIGHT,ALCOHOL,DISABILITY,Ward_Name,Ward_ID,Hood_ID,Hood_Name
2014,08-07-2014 09:30,Minor Arterial,Scarborough,43.8041149,-79.33072291,Yes,Clear,Natural,Dry,Fatal,Passenger,85 to 89,Fatal,Unknown, , ,Yes, , , , ,Yes, ,Yes,Yes, , ,Scarborough-Agincourt (39),39,116,Steeles (116)
2014,11-10-2014 09:30,Major Arterial,North York,43.7163082,-79.44320307,Yes,Clear,Natural,Dry,Fatal,Driver,30 to 34,None,North,Yes, , , , ,Yes, , , , , , , ,Eglinton-Lawrence (15),15,32,Englemount-Lawrence (32)
2014,11-10-2014 09:30,Major Arterial,North York,43.7163082,-79.44320307,Yes,Clear,Natural,Dry,Fatal,Pedestrian,65 to 69,Fatal,South,Yes, , , , ,Yes, , , , , , , ,Eglinton-Lawrence (15),15,32,Englemount-Lawrence (32)
2008,28-02-2008 10:30,Major Arterial,Scarborough,43.82134538,-79.31689029,Yes,Clear,Natural,Dry,Fatal,Driver,60 to 64,Fatal,East, , ,Yes, , , , , , ,Yes,Yes, , ,Scarborough-Agincourt (39),39,116,Steeles (116)
2008,28-02-2008 10:30,Major Arterial,Scarborough,43.82134538,-79.31689029,Yes,Clear,Natural,Dry,Fatal,Vehicle Owner,unknown,unknown,Unknown, , ,Yes, , , , , , ,Yes,Yes, , ,Scarborough-Agincourt (39),39,116,Steeles (116)
2008,28-02-2008 10:30,Major Arterial,Scarborough,43.82134538,-79.31689029,Yes,Clear,Natural,Dry,Fatal,Driver,60 to 64,Minor,South, , ,Yes, , , , , , ,Yes,Yes, , ,Scarborough-Agincourt (39),39,116,Steeles (116)
2008,20-09-2008 09:30,Major Arterial,Etobicoke York,43.69704538,-79.54669029,No,Clear,Natural,Dry,Non-Fatal Injury,Driver,55 to 59,Minimal,South, , ,Yes, , , , , , ,Yes, , , ,Etobicoke Centre (4),4,6,Kingsview Village-The Westway (6)
2008,20-09-2008 09:30,Major Arterial,Etobicoke York,43.69704538,-79.54669029,No,Clear,Natural,Dry,Non-Fatal Injury,Driver,45 to 49,Major,South, , ,Yes, , , , , , ,Yes, , , ,Etobicoke Centre (4),4,6,Kingsview Village-The Westway (6)
2008,02-10-2008 09:30,Major Arterial,North York,43.78324538,-79.41639029,No,Clear,Natural,Dry,Fatal,Vehicle Owner,unknown,unknown,Unknown,Yes, ,Yes, , , , , , , , , , ,Willowdale (24),24,50,Newtonbrook East (50)
2008,02-10-2008 09:30,Major Arterial,North York,43.78324538,-79.41639029,No,Clear,Natural,Dry,Fatal,Driver,45 to 49,None,North,Yes, ,Yes, , , , , , , , , , ,Willowdale (24),24,50,Newtonbrook East (50)
2008,02-10-2008 09:30,Major Arterial,North York,43.78324538,-79.41639029,No,Clear,Natural,Dry,Fatal,Pedestrian,85 to 89,Fatal,West,Yes, ,Yes, , , , , , , , , , ,Willowdale (24),24,50,Newtonbrook East (50)
2011,15-01-2011 10:30,Minor Arterial,Etobicoke York,43.66554538,-79.58619029,No,Snow,Natural,Slush/Ice,Non-Fatal Injury,Passenger,15 to 19,Minor,Unknown, , ,Yes, , , , ,Yes,Yes,Yes, , , ,Etobicoke Centre (3),3,11,Eringate-Centennial-West Deane (11)
2011,15-01-2011 10:30,Minor Arterial,Etobicoke York,43.66554538,-79.58619029,No,Snow,Natural,Slush/Ice,Non-Fatal Injury,Driver,45 to 49,Major,East, , ,Yes, , , , ,Yes,Yes,Yes, , , ,Etobicoke Centre (3),3,11,Eringate-Centennial-West Deane (11)
2012,20-03-2012 09:30,Major Arterial,Etobicoke York,43.63294538,-79.47319029,No,"Fog, Mist, Smoke, Dust",Natural,Dry,Non-Fatal Injury,Driver,65 to 69,Major,East, , ,Yes, , , , , ,Yes,Yes, , , ,Etobicoke-Lakeshore (6),6,17,Mimico (includes Humber Bay Shores) (17)
2012,20-03-2012 09:30,Major Arterial,Etobicoke York,43.63294538,-79.47319029,No,"Fog, Mist, Smoke, Dust",Natural,Dry,Non-Fatal Injury,Driver,35 to 39,None,East, , ,Yes, , , , , ,Yes,Yes, , , ,Etobicoke-Lakeshore (6),6,17,Mimico (includes Humber Bay Shores) (17)
2012,09-06-2012 09:30,Major Arterial,North York,43.77924538,-79.50419029,No,Rain,Natural,Wet,Non-Fatal Injury,Driver,60 to 64,None,West,Yes, ,Yes, , , , , , , , , , ,York West (8),8,27,York University Heights (27)
2012,09-06-2012 09:30,Major Arterial,North York,43.77924538,-79.50419029,No,Rain,Natural,Wet,Non-Fatal Injury,Pedestrian,20 to 24,Major,North,Yes, ,Yes, , , , , , , , , , ,York West (8),8,27,York University Heights (27)
2013,27-06-2013 09:30,Major Arterial,Etobicoke York,43.62899359,-79.55492029,Yes,Clear,Natural,Dry,Non-Fatal Injury,Driver,40 to 44,None,West,Yes, ,Yes, , , , , , ,Yes, , , ,Etobicoke-Lakeshore (5),5,14,Islington-City Centre West (14)
2013,27-06-2013 09:30,Major Arterial,Etobicoke York,43.62899359,-79.55492029,Yes,Clear,Natural,Dry,Non-Fatal Injury,Pedestrian,50 to 54,Major,North,Yes, ,Yes, , , , , , ,Yes, , , ,Etobicoke-Lakeshore (5),5,14,Islington-City Centre West (14)
2017,28-05-2017 09:30,Local,North York,43.77166708,-79.52457819,No,Clear,Natural,Dry,Non-Fatal Injury,Driver,85 to 89,Major,West, , ,Yes, , , , , , , , , ,Yes,York West (8),8,24,Black Creek (24)
2012,25-06-2012 09:30,Collector,Toronto East York,43.67804538,-79.37899029,No,Clear,Natural,Dry,Non-Fatal Injury,Other,unknown,None,East, , ,Yes, , , , , , , , , , ,Toronto Centre-Rosedale (27),27,98,Rosedale-Moore Park (98)
2012,25-06-2012 09:30,Collector,Toronto East York,43.67804538,-79.37899029,No,Clear,Natural,Dry,Non-Fatal Injury,Other,unknown,None,East, , ,Yes, , , , , , , , , , ,Toronto Centre-Rosedale (27),27,98,Rosedale-Moore Park (98)
2012,25-06-2012 09:30,Collector,Toronto East York,43.67804538,-79.37899029,No,Clear,Natural,Dry,Non-Fatal Injury,Other,unknown,None,East, , ,Yes, , , , , , , , , , ,Toronto Centre-Rosedale (27),27,98,Rosedale-Moore Park (98)
2012,25-06-2012 09:30,Collector,Toronto East York,43.67804538,-79.37899029,No,Clear,Natural,Dry,Non-Fatal Injury,Driver,60 to 64,Major,West, , ,Yes, , , , , , , , , , ,Toronto Centre-Rosedale (27),27,98,Rosedale-Moore Park (98)
2013,27-07-2013 09:30,Major Arterial,Scarborough,43.83103522,-79.27518854,Yes,Clear,Natural,Dry,Non-Fatal Injury,Driver,50 to 54,None,South,Yes, ,Yes, , , , , , , , , , ,Scarborough-Rouge River (41),41,130,Milliken (130)
2013,27-07-2013 09:30,Major Arterial,Scarborough,43.83103522,-79.27518854,Yes,Clear,Natural,Dry,Non-Fatal Injury,Pedestrian,70 to 74,Major,East,Yes, ,Yes, , , , , , , , , , ,Scarborough-Rouge River (41),41,130,Milliken (130)
2007,07-03-2007 10:30,Major Arterial,Etobicoke York,43.75934538,-79.59689029,No,Clear,Natural,Other,Fatal,Vehicle Owner,unknown,unknown,Unknown, , ,Yes, , , , , ,Yes,Yes, , , ,Etobicoke North (1),1,2,Mount Olive-Silverstone-Jamestown (2)
2007,07-03-2007 10:30,Major Arterial,Etobicoke York,43.75934538,-79.59689029,No,Clear,Natural,Other,Fatal,Driver,35 to 39,Minor,East, , ,Yes, , , , , ,Yes,Yes, , , ,Etobicoke North (1),1,2,Mount Olive-Silverstone-Jamestown (2)
2007,07-03-2007 10:30,Major Arterial,Etobicoke York,43.75934538,-79.59689029,No,Clear,Natural,Other,Fatal,Vehicle Owner,unknown,unknown,Unknown, , ,Yes, , , , , ,Yes,Yes, , , ,Etobicoke North (1),1,2,Mount Olive-Silverstone-Jamestown (2)
2007,07-03-2007 10:30,Major Arterial,Etobicoke York,43.75934538,-79.59689029,No,Clear,Natural,Other,Fatal,Driver,60 to 64,Fatal,West, , ,Yes, , , , , ,Yes,Yes, , , ,Etobicoke North (1),1,2,Mount Olive-Silverstone-Jamestown (2)
2008,03-09-2008 09:30,Major Arterial,Scarborough,43.75434538,-79.31399029,Yes,Clear,Natural,Dry,Non-Fatal Injury,Driver,40 to 44,None,South,Yes, ,Yes, , , , , , ,Yes, , , ,Scarborough Centre (37),37,119,Wexford/Maryvale (119)
2008,03-09-2008 09:30,Major Arterial,Scarborough,43.75434538,-79.31399029,Yes,Clear,Natural,Dry,Non-Fatal Injury,Driver,20 to 24,Minor,South,Yes, ,Yes, , , , , , ,Yes, , , ,Scarborough Centre (37),37,119,Wexford/Maryvale (119)
2008,03-09-2008 09:30,Major Arterial,Scarborough,43.75434538,-79.31399029,Yes,Clear,Natural,Dry,Non-Fatal Injury,Pedestrian,70 to 74,Major,Unknown,Yes, ,Yes, , , , , , ,Yes, , , ,Scarborough Centre (37),37,119,Wexford/Maryvale (119)
2014,30-01-2014 10:30,Major Arterial,Etobicoke York,43.739616,-79.60565577,No,Clear,Natural,Dry,Non-Fatal Injury,Driver,60 to 64,Major,South, , ,Yes, , , , , ,Yes,Yes, , ,Yes,Etobicoke North (1),1,1,West Humber-Clairville (1)
2014,30-01-2014 10:30,Major Arterial,Etobicoke York,43.739616,-79.60565577,No,Clear,Natural,Dry,Non-Fatal Injury,Driver,20 to 24,None,South, , ,Yes, , , , , ,Yes,Yes, , ,Yes,Etobicoke North (1),1,1,West Humber-Clairville (1)
2014,30-01-2014 10:30,Major Arterial,Etobicoke York,43.739616,-79.60565577,No,Clear,Natural,Dry,Non-Fatal Injury,Driver,20 to 24,None,South, , ,Yes, , , , , ,Yes,Yes, , ,Yes,Etobicoke North (1),1,1,West Humber-Clairville (1)
2014,30-01-2014 10:30,Major Arterial,Etobicoke York,43.739616,-79.60565577,No,Clear,Natural,Dry,Non-Fatal Injury,Driver,70 to 74,Minor,South, , ,Yes, , , , , ,Yes,Yes, , ,Yes,Etobicoke North (1),1,1,West Humber-Clairville (1)
2010,25-05-2010 09:30,Minor Arterial,Scarborough,43.76754538,-79.20709029,No,Clear,Natural,Dry,Fatal,Motorcycle Driver,50 to 54,Fatal,North, , ,Yes,Yes, , , , , , , , , ,Scarborough East (43),43,135,Morningside (135)
2010,25-05-2010 09:30,Minor Arterial,Scarborough,43.76754538,-79.20709029,No,Clear,Natural,Dry,Fatal,Driver,40 to 44,None,South, , ,Yes,Yes, , , , , , , , , ,Scarborough East (43),43,135,Morningside (135)
2007,07-06-2007 09:30,Major Arterial,Scarborough,43.78284538,-79.28989029,No,Clear,Natural,Dry,Non-Fatal Injury,Driver,70 to 74,Major,West, , ,Yes, , , , , , , , , ,Yes,Scarborough-Agincourt (40),40,118,Tam O'Shanter-Sullivan (118)
2007,14-06-2007 09:30,Major Arterial,Etobicoke York,43.67694538,-79.44779029,No,Clear,Natural,Dry,Non-Fatal Injury,Motorcycle Driver,55 to 59,Major,East, , ,Yes,Yes, , , , , ,Yes, , , ,Davenport (17),17,92,Corso Italia-Davenport (92)
2007,14-06-2007 09:30,Major Arterial,Etobicoke York,43.67694538,-79.44779029,No,Clear,Natural,Dry,Non-Fatal Injury,Driver,70 to 74,None,East, , ,Yes,Yes, , , , , ,Yes, , , ,Davenport (17),17,92,Corso Italia-Davenport (92)
2007,22-06-2007 09:30,Local,Scarborough,43.70614538,-79.23599029,No,Clear,Natural,Dry,Non-Fatal Injury,Pedestrian,unknown,Major,Unknown,Yes, , , , , , , , , , , , ,Scarborough Southwest (36),36,123,Cliffcrest (123)
2007,22-06-2007 09:30,Local,Scarborough,43.70614538,-79.23599029,No,Clear,Natural,Dry,Non-Fatal Injury,Vehicle Owner,unknown,unknown,Unknown,Yes, , , , , , , , , , , , ,Scarborough Southwest (36),36,123,Cliffcrest (123)
2007,22-06-2007 09:30,Local,Scarborough,43.70614538,-79.23599029,No,Clear,Natural,Dry,Non-Fatal Injury,Driver,45 to 49,None,Unknown,Yes, , , , , , , , , , , , ,Scarborough Southwest (36),36,123,Cliffcrest (123)
2007,08-07-2007 09:30,Minor Arterial,Toronto East York,43.65114538,-79.44529029,Yes,Rain,Natural,Wet,Non-Fatal Injury,Motorcycle Driver,45 to 49,Major,West, , , ,Yes, , , , , , , , , ,Parkdale-High Park (14),14,86,Roncesvalles (86)
2007,20-09-2007 09:30,Major Arterial,Scarborough,43.78734538,-79.25729029,Yes,Clear,Natural,Dry,Non-Fatal Injury,Driver,75 to 79,Major,North, , ,Yes, , , , , , ,Yes,Yes, , ,Scarborough-Rouge River (41),41,128,Agincourt South-Malvern West (128)
2007,20-09-2007 09:30,Major Arterial,Scarborough,43.78734538,-79.25729029,Yes,Clear,Natural,Dry,Non-Fatal Injury,Driver,50 to 54,Major,North, , ,Yes, , , , , , ,Yes,Yes, , ,Scarborough-Rouge River (41),41,128,Agincourt South-Malvern West (128)
2008,20-06-2008 09:30,Major Arterial,North York,43.74304538,-79.49419029,No,Clear,Natural,Dry,Non-Fatal Injury,Driver,unknown,None,West,Yes, ,Yes, , , , , , ,Yes, , , ,York Centre (9),9,26,Downsview-Roding-CFB (26)
2008,20-06-2008 09:30,Major Arterial,North York,43.74304538,-79.49419029,No,Clear,Natural,Dry,Non-Fatal Injury,Pedestrian,20 to 24,Major,West,Yes, ,Yes, , , , , , ,Yes, , , ,York Centre (9),9,26,Downsview-Roding-CFB (26)
2009,11-06-2009 09:30,Major Arterial Ramp,Etobicoke York,43.63494538,-79.47299029,No,Clear,Natural,Dry,Non-Fatal Injury,Passenger,55 to 59,Minimal,Unknown, , ,Yes, , , , ,Yes, , , , , ,Parkdale-High Park (13),13,87,High Park-Swansea (87)
2009,11-06-2009 09:30,Major Arterial Ramp,Etobicoke York,43.63494538,-79.47299029,No,Clear,Natural,Dry,Non-Fatal Injury,Passenger,unknown,Major,Unknown, , ,Yes, , , , ,Yes, , , , , ,Parkdale-High Park (13),13,87,High Park-Swansea (87)
2009,11-06-2009 09:30,Major Arterial Ramp,Etobicoke York,43.63494538,-79.47299029,No,Clear,Natural,Dry,Non-Fatal Injury,Driver,55 to 59,Minimal,South, , ,Yes, , , , ,Yes, , , , , ,Parkdale-High Park (13),13,87,High Park-Swansea (87)
2009,11-06-2009 09:30,Major Arterial Ramp,Etobicoke York,43.63494538,-79.47299029,No,Clear,Natural,Dry,Non-Fatal Injury,Vehicle Owner,unknown,unknown,Unknown, , ,Yes, , , , ,Yes, , , , , ,Parkdale-High Park (13),13,87,High Park-Swansea (87)
2009,11-06-2009 09:30,Major Arterial Ramp,Etobicoke York,43.63494538,-79.47299029,No,Clear,Natural,Dry,Non-Fatal Injury,Driver,50 to 54,None,South, , ,Yes, , , , ,Yes, , , , , ,Parkdale-High Park (13),13,87,High Park-Swansea (87)
2009,19-06-2009 09:30,Major Arterial,Toronto East York,43.66424538,-79.41609029,Yes,Clear,Natural,Dry,Non-Fatal Injury,Other,unknown,None,South,Yes, ,Yes, , , , , , , , , , ,Trinity-Spadina (20),20,95,Annex (95)
2009,19-06-2009 09:30,Major Arterial,Toronto East York,43.66424538,-79.41609029,Yes,Clear,Natural,Dry,Non-Fatal Injury,Driver,70 to 74,None,South,Yes, ,Yes, , , , , , , , , , ,Trinity-Spadina (20),20,95,Annex (95)
2009,19-06-2009 09:30,Major Arterial,Toronto East York,43.66424538,-79.41609029,Yes,Clear,Natural,Dry,Non-Fatal Injury,Pedestrian,40 to 44,Major,Unknown,Yes, ,Yes, , , , , , , , , , ,Trinity-Spadina (20),20,95,Annex (95)
2010,27-01-2010 10:30,Expressway Ramp,Toronto East York,43.65674538,-79.35349029,No,Snow,Natural,Snow,Non-Fatal Injury,Driver,40 to 44,Major,South, , ,Yes, , , , , , , , , , ,Toronto Centre-Rosedale (28),28,73,Moss Park (73)
2010,25-05-2010 09:30,Major Arterial,Toronto East York,43.70094538,-79.42559029,Yes,Clear,Natural,Dry,Non-Fatal Injury,Passenger,10 to 14,Minor,Unknown, , ,Yes, , , , ,Yes, , , , , ,St. Paul's (21),21,106,Humewood-Cedarvale (106)
2010,25-05-2010 09:30,Major Arterial,Toronto East York,43.70094538,-79.42559029,Yes,Clear,Natural,Dry,Non-Fatal Injury,Vehicle Owner,unknown,unknown,Unknown, , ,Yes, , , , ,Yes, , , , , ,St. Paul's (21),21,106,Humewood-Cedarvale (106)
2010,25-05-2010 09:30,Major Arterial,Toronto East York,43.70094538,-79.42559029,Yes,Clear,Natural,Dry,Non-Fatal Injury,Driver,35 to 39,Minimal,North, , ,Yes, , , , ,Yes, , , , , ,St. Paul's (21),21,106,Humewood-Cedarvale (106)
2010,25-05-2010 09:30,Major Arterial,Toronto East York,43.70094538,-79.42559029,Yes,Clear,Natural,Dry,Non-Fatal Injury,Passenger,10 to 14,Major,Unknown, , ,Yes, , , , ,Yes, , , , , ,St. Paul's (21),21,106,Humewood-Cedarvale (106)
2010,25-05-2010 09:30,Major Arterial,Toronto East York,43.70094538,-79.42559029,Yes,Clear,Natural,Dry,Non-Fatal Injury,Passenger,5 to 9,Major,Unknown, , ,Yes, , , , ,Yes, , , , , ,St. Paul's (21),21,106,Humewood-Cedarvale (106)
2010,25-05-2010 09:30,Major Arterial,Toronto East York,43.70094538,-79.42559029,Yes,Clear,Natural,Dry,Non-Fatal Injury,Passenger,40 to 44,Major,Unknown, , ,Yes, , , , ,Yes, , , , , ,St. Paul's (21),21,106,Humewood-Cedarvale (106)
2010,25-05-2010 09:30,Major Arterial,Toronto East York,43.70094538,-79.42559029,Yes,Clear,Natural,Dry,Non-Fatal Injury,Passenger,40 to 44,Minor,Unknown, , ,Yes, , , , ,Yes, , , , , ,St. Paul's (21),21,106,Humewood-Cedarvale (106)
2010,25-05-2010 09:30,Major Arterial,Toronto East York,43.70094538,-79.42559029,Yes,Clear,Natural,Dry,Non-Fatal Injury,Vehicle Owner,unknown,unknown,Unknown, , ,Yes, , , , ,Yes, , , , , ,St. Paul's (21),21,106,Humewood-Cedarvale (106)
2010,25-05-2010 09:30,Major Arterial,Toronto East York,43.70094538,-79.42559029,Yes,Clear,Natural,Dry,Non-Fatal Injury,Driver,40 to 44,Minimal,South, , ,Yes, , , , ,Yes, , , , , ,St. Paul's (21),21,106,Humewood-Cedarvale (106)
2010,13-07-2010 09:30,Collector,Toronto East York,43.64934538,-79.34319029,No,Clear,Natural,Dry,Non-Fatal Injury,Vehicle Owner,unknown,unknown,Unknown, , , , ,Yes, , , , , , , , ,Toronto-Danforth (30),30,70,South Riverdale (70)
2010,13-07-2010 09:30,Collector,Toronto East York,43.64934538,-79.34319029,No,Clear,Natural,Dry,Non-Fatal Injury,Truck Driver,30 to 34,Major,West, , , , ,Yes, , , , , , , , ,Toronto-Danforth (30),30,70,South Riverdale (70)
2011,31-10-2011 09:30,Minor Arterial,Toronto East York,43.66784538,-79.37089029,No,Clear,Natural,Dry,Non-Fatal Injury,Vehicle Owner,unknown,unknown,Unknown, ,Yes, , ,Yes, , , , , , , , ,Toronto Centre-Rosedale (28),28,71,Cabbagetown-South St.James Town (71)
2011,31-10-2011 09:30,Minor Arterial,Toronto East York,43.66784538,-79.37089029,No,Clear,Natural,Dry,Non-Fatal Injury,Truck Driver,60 to 64,None,South, ,Yes, , ,Yes, , , , , , , , ,Toronto Centre-Rosedale (28),28,71,Cabbagetown-South St.James Town (71)
2011,31-10-2011 09:30,Minor Arterial,Toronto East York,43.66784538,-79.37089029,No,Clear,Natural,Dry,Non-Fatal Injury,Cyclist,30 to 34,Major,South, ,Yes, , ,Yes, , , , , , , , ,Toronto Centre-Rosedale (28),28,71,Cabbagetown-South St.James Town (71)
2012,15-04-2012 09:30,Major Arterial,North York,43.8111759,-79.36076746,Yes,Rain,Natural,Wet,Non-Fatal Injury,Vehicle Owner,unknown,unknown,Unknown,Yes, , , , ,Yes, , , ,Yes,Yes, , ,Willowdale (24),24,48,Hillcrest Village (48)
2012,15-04-2012 09:30,Major Arterial,North York,43.8111759,-79.36076746,Yes,Rain,Natural,Wet,Non-Fatal Injury,Driver,55 to 59,None,North,Yes, , , , ,Yes, , , ,Yes,Yes, , ,Willowdale (24),24,48,Hillcrest Village (48)
2012,15-04-2012 09:30,Major Arterial,North York,43.8111759,-79.36076746,Yes,Rain,Natural,Wet,Non-Fatal Injury,Pedestrian,15 to 19,Major,Unknown,Yes, , , , ,Yes, , , ,Yes,Yes, , ,Willowdale (24),24,48,Hillcrest Village (48)
2012,29-06-2012 09:30,Major Arterial,Etobicoke York,43.6812435,-79.44439326,No,Clear,Natural,Dry,Non-Fatal Injury,Vehicle Owner,unknown,unknown,Unknown,Yes, , , , ,Yes, , , , , , , ,Davenport (17),17,92,Corso Italia-Davenport (92)
2012,29-06-2012 09:30,Major Arterial,Etobicoke York,43.6812435,-79.44439326,No,Clear,Natural,Dry,Non-Fatal Injury,Driver,45 to 49,None,North,Yes, , , , ,Yes, , , , , , , ,Davenport (17),17,92,Corso Italia-Davenport (92)
2012,29-06-2012 09:30,Major Arterial,Etobicoke York,43.6812435,-79.44439326,No,Clear,Natural,Dry,Non-Fatal Injury,Pedestrian,65 to 69,Major,West,Yes, , , , ,Yes, , , , , , , ,Davenport (17),17,92,Corso Italia-Davenport (92)
2013,15-02-2013 10:30,Expressway,Etobicoke York,43.64854538,-79.56409029,No,Clear,Natural,Dry,Non-Fatal Injury,Truck Driver,30 to 34,None,North,Yes, , , ,Yes, , , , , , , , ,Etobicoke Centre (3),3,14,Islington-City Centre West (14)
2013,15-02-2013 10:30,Expressway,Etobicoke York,43.64854538,-79.56409029,No,Clear,Natural,Dry,Non-Fatal Injury,Pedestrian,55 to 59,Major,Unknown,Yes, , , ,Yes, , , , , , , , ,Etobicoke Centre (3),3,14,Islington-City Centre West (14)
2014,12-04-2014 09:30,Major Arterial,Etobicoke York,43.68698462,-79.48952112,Yes,Clear,Natural,Dry,Non-Fatal Injury,Driver,75 to 79,Minimal,South, , ,Yes, , , , ,Yes, , , , , ,York South-Weston (11),11,115,Mount Dennis (115)
2014,12-04-2014 09:30,Major Arterial,Etobicoke York,43.68698462,-79.48952112,Yes,Clear,Natural,Dry,Non-Fatal Injury,Driver,40 to 44,Major,North, , ,Yes, , , , ,Yes, , , , , ,York South-Weston (11),11,115,Mount Dennis (115)
2014,12-04-2014 09:30,Major Arterial,Etobicoke York,43.68698462,-79.48952112,Yes,Clear,Natural,Dry,Non-Fatal Injury,Passenger,20 to 24,Major,Unknown, , ,Yes, , , , ,Yes, , , , , ,York South-Weston (11),11,115,Mount Dennis (115)
2014,14-04-2014 09:30,Major Arterial,Etobicoke York,43.72042044,-79.60916529,No,Clear,Natural,Dry,Non-Fatal Injury,Driver,unknown,None,West, ,Yes,Yes, , , , , , ,Yes, , , ,Etobicoke North (2),2,1,West Humber-Clairville (1)
2013,03-11-2013 09:30,Minor Arterial,North York,43.73846014,-79.34708796,No,Clear,Natural,Dry,Non-Fatal Injury,Passenger,25 to 29,Major,Unknown, , ,Yes, , , , ,Yes,Yes,Yes, , , ,Don Valley West (25),25,42,Banbury-Don Mills (42)
2016,09-06-2016 09:30,Collector,Toronto East York,43.65378149,-79.37853632,No,Clear,Natural,Dry,Non-Fatal Injury,Driver,60 to 64,None,South,Yes, ,Yes, , , , , , , , , , ,Toronto Centre-Rosedale (27),27,75,Church-Yonge Corridor (75)
2013,03-11-2013 09:30,Minor Arterial,North York,43.73846014,-79.34708796,No,Clear,Natural,Dry,Non-Fatal Injury,Driver,20 to 24,Minor,North, , ,Yes, , , , ,Yes,Yes,Yes, , , ,Don Valley West (25),25,42,Banbury-Don Mills (42)
2008,08-09-2008 09:30,Collector,Etobicoke York,43.64104538,-79.55969029,No,Clear,Natural,Dry,Non-Fatal Injury,Vehicle Owner,unknown,unknown,Unknown,Yes, ,Yes, , , , , , , , , , ,Etobicoke-Lakeshore (5),5,14,Islington-City Centre West (14)
2008,08-09-2008 09:30,Collector,Etobicoke York,43.64104538,-79.55969029,No,Clear,Natural,Dry,Non-Fatal Injury,Driver,20 to 24,None,East,Yes, ,Yes, , , , , , , , , , ,Etobicoke-Lakeshore (5),5,14,Islington-City Centre West (14)
2009,23-12-2009 10:30,Major Arterial,Scarborough,43.73814538,-79.21779029,No,Clear,Natural,Dry,Fatal,Driver,50 to 54,Minimal,East, , ,Yes, , , , , , , , , ,Yes,Scarborough Southwest (36),36,139,Scarborough Village (139)
2016,09-06-2016 09:30,Collector,Toronto East York,43.65378149,-79.37853632,No,Clear,Natural,Dry,Non-Fatal Injury,Pedestrian,80 to 84,Major,Unknown,Yes, ,Yes, , , , , , , , , , ,Toronto Centre-Rosedale (27),27,75,Church-Yonge Corridor (75)
2013,03-11-2013 09:30,Minor Arterial,North York,43.73846014,-79.34708796,No,Clear,Natural,Dry,Non-Fatal Injury,Other Property Owner,unknown,unknown,Unknown, , ,Yes, , , , ,Yes,Yes,Yes, , , ,Don Valley West (25),25,42,Banbury-Don Mills (42)
2008,08-09-2008 09:30,Collector,Etobicoke York,43.64104538,-79.55969029,No,Clear,Natural,Dry,Non-Fatal Injury,Pedestrian,20 to 24,Major,North,Yes, ,Yes, , , , , , , , , , ,Etobicoke-Lakeshore (5),5,14,Islington-City Centre West (14)
2009,23-12-2009 10:30,Major Arterial,Scarborough,43.73814538,-79.21779029,No,Clear,Natural,Dry,Fatal,Other Property Owner,unknown,unknown,Unknown, , ,Yes, , , , , , , , , ,Yes,Scarborough Southwest (36),36,139,Scarborough Village (139)
2014,22-02-2014 10:30,Major Arterial,Toronto East York,43.67313345,-79.41437922,Yes,Clear,Natural,Dry,Non-Fatal Injury,Driver,55 to 59,None,South,Yes, ,Yes, , , , , , ,Yes, , , ,Trinity-Spadina (20),20,95,Annex (95)
